IGBP iq    i     j    rlong      rlat  iveg frac-c4
 13143    39   274    289.44    -26.74  16  0.00
 13144    40   274    289.65    -28.48  16  0.00
 13145    41   274    289.89    -30.20  16  0.00
 13146    42   274    290.17    -31.91   7  0.00
 13147    43   274    290.48    -33.59   7  0.00
 13148    44   274    290.83    -35.27   7  0.00
 13149    45   274    291.23    -36.93   7  0.00
 13150    46   274    291.67    -38.57   7  0.00
 13151    47   274    292.17    -40.20   7  0.00
 13152    48   274    292.73    -41.82   7  0.00
 13153     1   275    294.86     41.36   0  0.00
 13154     2   275    294.27     39.78   0  0.00
 13155     3   275    293.74     38.19   0  0.00
 13156     4   275    293.27     36.58   0  0.00
 13157     5   275    292.85     34.96   0  0.00
 13158     6   275    292.48     33.31   0  0.00
 13159     7   275    292.15     31.65   0  0.00
 13160     8   275    291.86     29.97   0  0.00
 13161     9   275    291.61     28.27   0  0.00
 13162    10   275    291.39     26.55   0  0.00
 13163    11   275    291.19     24.82   0  0.00
 13164    12   275    291.02     23.06   0  0.00
 13165    13   275    290.87     21.29   0  0.00
 13166    14   275    290.74     19.50   0  0.00
 13167    15   275    290.63     17.70   0  0.00
 13168    16   275    290.53     15.88   0  0.00
 13169    17   275    290.45     14.04   0  0.00
 13170    18   275    290.38     12.20   0  0.00
 13171    19   275    290.33     10.34   9  0.75
 13172    20   275    290.28      8.47   9  0.75
 13173    21   275    290.24      6.60   9  0.75
 13174    22   275    290.22      4.72  10  0.95
 13175    23   275    290.20      2.83   2  0.00
 13176    24   275    290.19      0.94   2  0.00
 13177    25   275    290.19     -0.94   2  0.00
 13178    26   275    290.20     -2.83   2  0.00
 13179    27   275    290.22     -4.72   2  0.00
 13180    28   275    290.24     -6.60   2  0.00
 13181    29   275    290.28     -8.47   2  0.00
 13182    30   275    290.33    -10.34   2  0.00
 13183    31   275    290.38    -12.20   2  0.00
 13184    32   275    290.45    -14.04   2  0.00
 13185    33   275    290.53    -15.88   7  0.95
 13186    34   275    290.63    -17.70   7  0.95
 13187    35   275    290.74    -19.50  16  0.00
 13188    36   275    290.87    -21.29  16  0.00
 13189    37   275    291.02    -23.06  16  0.00
 13190    38   275    291.19    -24.82  16  0.00
 13191    39   275    291.39    -26.55  16  0.00
 13192    40   275    291.61    -28.27  16  0.00
 13193    41   275    291.86    -29.97   7  0.95
 13194    42   275    292.15    -31.65   7  0.00
 13195    43   275    292.48    -33.31   7  0.00
 13196    44   275    292.85    -34.96   7  0.00
 13197    45   275    293.27    -36.58   7  0.00
 13198    46   275    293.74    -38.19   7  0.00
 13199    47   275    294.27    -39.78   7  0.00
 13200    48   275    294.86    -41.36   7  0.00
 13201     1   276    296.92     40.88   0  0.00
 13202     2   276    296.30     39.34   0  0.00
 13203     3   276    295.74     37.79   0  0.00
 13204     4   276    295.25     36.22   0  0.00
 13205     5   276    294.82     34.62   0  0.00
 13206     6   276    294.43     33.01   0  0.00
 13207     7   276    294.09     31.38   0  0.00
 13208     8   276    293.80     29.73   0  0.00
 13209     9   276    293.53     28.06   0  0.00
 13210    10   276    293.30     26.36   0  0.00
 13211    11   276    293.10     24.65   0  0.00
 13212    12   276    292.92     22.91   0  0.00
 13213    13   276    292.77     21.16   0  0.00
 13214    14   276    292.64     19.39   0  0.00
 13215    15   276    292.52     17.60   0  0.00
 13216    16   276    292.43     15.79   0  0.00
 13217    17   276    292.34     13.97   0  0.00
 13218    18   276    292.27     12.13   0  0.00
 13219    19   276    292.21     10.29   8  0.80
 13220    20   276    292.17      8.43   9  0.75
 13221    21   276    292.13      6.57   9  0.75
 13222    22   276    292.10      4.70   2  0.00
 13223    23   276    292.09      2.82   2  0.00
 13224    24   276    292.08      0.94   2  0.00
 13225    25   276    292.08     -0.94   2  0.00
 13226    26   276    292.09     -2.82   2  0.00
 13227    27   276    292.10     -4.70   2  0.00
 13228    28   276    292.13     -6.57   2  0.00
 13229    29   276    292.17     -8.43   2  0.00
 13230    30   276    292.21    -10.29   2  0.00
 13231    31   276    292.27    -12.13   2  0.00
 13232    32   276    292.34    -13.97   2  0.00
 13233    33   276    292.43    -15.79   2  0.00
 13234    34   276    292.52    -17.60   7  0.95
 13235    35   276    292.64    -19.39   7  0.95
 13236    36   276    292.77    -21.16   7  0.95
 13237    37   276    292.92    -22.91  16  0.00
 13238    38   276    293.10    -24.65  16  0.00
 13239    39   276    293.30    -26.36  16  0.00
 13240    40   276    293.53    -28.06   7  0.95
 13241    41   276    293.80    -29.73   7  0.95
 13242    42   276    294.09    -31.38   7  0.00
 13243    43   276    294.43    -33.01   7  0.00
 13244    44   276    294.82    -34.62   7  0.00
 13245    45   276    295.25    -36.22  10  0.00
 13246    46   276    295.74    -37.79  10  0.00
 13247    47   276    296.30    -39.34   7  0.00
 13248    48   276    296.92    -40.88   7  0.00
 13249     1   277    298.90     40.37   0  0.00
 13250     2   277    298.26     38.88   0  0.00
 13251     3   277    297.69     37.37   0  0.00
 13252     4   277    297.18     35.84   0  0.00
 13253     5   277    296.74     34.28   0  0.00
 13254     6   277    296.34     32.71   0  0.00
 13255     7   277    296.00     31.11   0  0.00
 13256     8   277    295.69     29.49   0  0.00
 13257     9   277    295.42     27.84   0  0.00
 13258    10   277    295.19     26.17   0  0.00
 13259    11   277    294.98     24.48   0  0.00
 13260    12   277    294.81     22.76   0  0.00
 13261    13   277    294.65     21.02   0  0.00
 13262    14   277    294.52     19.27   0  0.00
 13263    15   277    294.40     17.49   0  0.00
 13264    16   277    294.30     15.70   0  0.00
 13265    17   277    294.22     13.89   0  0.00
 13266    18   277    294.15     12.07   0  0.00
 13267    19   277    294.09     10.24   8  0.80
 13268    20   277    294.04      8.39   9  0.75
 13269    21   277    294.01      6.53   2  0.00
 13270    22   277    293.98      4.67   2  0.00
 13271    23   277    293.96      2.81   2  0.00
 13272    24   277    293.95      0.94   2  0.00
 13273    25   277    293.95     -0.94   2  0.00
 13274    26   277    293.96     -2.81   2  0.00
 13275    27   277    293.98     -4.67   2  0.00
 13276    28   277    294.01     -6.53   2  0.00
 13277    29   277    294.04     -8.39   2  0.00
 13278    30   277    294.09    -10.24   2  0.00
 13279    31   277    294.15    -12.07   2  0.00
 13280    32   277    294.22    -13.89   9  0.75
 13281    33   277    294.30    -15.70   2  0.00
 13282    34   277    294.40    -17.49   2  0.00
 13283    35   277    294.52    -19.27   7  0.95
 13284    36   277    294.65    -21.02   7  0.95
 13285    37   277    294.81    -22.76   7  0.95
 13286    38   277    294.98    -24.48   4  0.00
 13287    39   277    295.19    -26.17   4  0.00
 13288    40   277    295.42    -27.84  10  0.50
 13289    41   277    295.69    -29.49  10  0.50
 13290    42   277    296.00    -31.11  12  0.00
 13291    43   277    296.34    -32.71  12  0.00
 13292    44   277    296.74    -34.28  12  0.00
 13293    45   277    297.18    -35.84  12  0.00
 13294    46   277    297.69    -37.37  12  0.00
 13295    47   277    298.26    -38.88  10  0.00
 13296    48   277    298.90    -40.37   0  0.00
 13297     1   278    300.80     39.84   0  0.00
 13298     2   278    300.15     38.40   0  0.00
 13299     3   278    299.57     36.94   0  0.00
 13300     4   278    299.05     35.45   0  0.00
 13301     5   278    298.60     33.93   0  0.00
 13302     6   278    298.20     32.39   0  0.00
 13303     7   278    297.86     30.83   0  0.00
 13304     8   278    297.55     29.24   0  0.00
 13305     9   278    297.28     27.62   0  0.00
 13306    10   278    297.05     25.97   0  0.00
 13307    11   278    296.84     24.30   0  0.00
 13308    12   278    296.67     22.61   0  0.00
 13309    13   278    296.51     20.89   0  0.00
 13310    14   278    296.38     19.15   0  0.00
 13311    15   278    296.27     17.39   0  0.00
 13312    16   278    296.17     15.61   0  0.00
 13313    17   278    296.08     13.82   0  0.00
 13314    18   278    296.01     12.01   0  0.00
 13315    19   278    295.96     10.18   9  0.75
 13316    20   278    295.91      8.35   9  0.75
 13317    21   278    295.87      6.50   2  0.00
 13318    22   278    295.85      4.65   2  0.00
 13319    23   278    295.83      2.79   2  0.00
 13320    24   278    295.82      0.93   2  0.00
 13321    25   278    295.82     -0.93   2  0.00
 13322    26   278    295.83     -2.79   2  0.00
 13323    27   278    295.85     -4.65   2  0.00
 13324    28   278    295.87     -6.50   2  0.00
 13325    29   278    295.91     -8.35   2  0.00
 13326    30   278    295.96    -10.18   2  0.00
 13327    31   278    296.01    -12.01   2  0.00
 13328    32   278    296.08    -13.82   2  0.00
 13329    33   278    296.17    -15.61   2  0.00
 13330    34   278    296.27    -17.39   2  0.00
 13331    35   278    296.38    -19.15   4  0.00
 13332    36   278    296.51    -20.89   4  0.00
 13333    37   278    296.67    -22.61   4  0.00
 13334    38   278    296.84    -24.30   4  0.00
 13335    39   278    297.05    -25.97   4  0.00
 13336    40   278    297.28    -27.62  10  0.50
 13337    41   278    297.55    -29.24  10  0.50
 13338    42   278    297.86    -30.83  12  0.00
 13339    43   278    298.20    -32.39  12  0.00
 13340    44   278    298.60    -33.93  12  0.00
 13341    45   278    299.05    -35.45  12  0.00
 13342    46   278    299.57    -36.94  12  0.00
 13343    47   278    300.15    -38.40  12  0.00
 13344    48   278    300.80    -39.84   0  0.00
 13345     1   279    302.63     39.30   0  0.00
 13346     2   279    301.96     37.91   0  0.00
 13347     3   279    301.38     36.50   0  0.00
 13348     4   279    300.87     35.05   0  0.00
 13349     5   279    300.42     33.58   0  0.00
 13350     6   279    300.02     32.08   0  0.00
 13351     7   279    299.67     30.55   0  0.00
 13352     8   279    299.37     28.99   0  0.00
 13353     9   279    299.11     27.40   0  0.00
 13354    10   279    298.88     25.78   0  0.00
 13355    11   279    298.68     24.13   0  0.00
 13356    12   279    298.50     22.46   0  0.00
 13357    13   279    298.35     20.76   0  0.00
 13358    14   279    298.22     19.04   0  0.00
 13359    15   279    298.11     17.29   0  0.00
 13360    16   279    298.02     15.53   0  0.00
 13361    17   279    297.93     13.75   0  0.00
 13362    18   279    297.87     11.95   0  0.00
 13363    19   279    297.81     10.13   0  0.00
 13364    20   279    297.76      8.31   2  0.00
 13365    21   279    297.73      6.47   2  0.00
 13366    22   279    297.70      4.63   2  0.00
 13367    23   279    297.69      2.78   2  0.00
 13368    24   279    297.68      0.93   2  0.00
 13369    25   279    297.68     -0.93   2  0.00
 13370    26   279    297.69     -2.78   2  0.00
 13371    27   279    297.70     -4.63   2  0.00
 13372    28   279    297.73     -6.47   2  0.00
 13373    29   279    297.76     -8.31   2  0.00
 13374    30   279    297.81    -10.13   2  0.00
 13375    31   279    297.87    -11.95   2  0.00
 13376    32   279    297.93    -13.75   2  0.00
 13377    33   279    298.02    -15.53   2  0.00
 13378    34   279    298.11    -17.29   8  0.50
 13379    35   279    298.22    -19.04   4  0.00
 13380    36   279    298.35    -20.76   4  0.00
 13381    37   279    298.50    -22.46   4  0.00
 13382    38   279    298.68    -24.13   4  0.00
 13383    39   279    298.88    -25.78   4  0.00
 13384    40   279    299.11    -27.40   9  0.75
 13385    41   279    299.37    -28.99  10  0.50
 13386    42   279    299.67    -30.55  12  0.00
 13387    43   279    300.02    -32.08  12  0.00
 13388    44   279    300.42    -33.58  12  0.00
 13389    45   279    300.87    -35.05  12  0.00
 13390    46   279    301.38    -36.50  12  0.00
 13391    47   279    301.96    -37.91  12  0.00
 13392    48   279    302.63    -39.30   0  0.00
 13393     1   280    304.36     38.76   0  0.00
 13394     2   280    303.70     37.42   0  0.00
 13395     3   280    303.13     36.06   0  0.00
 13396     4   280    302.62     34.66   0  0.00
 13397     5   280    302.17     33.23   0  0.00
 13398     6   280    301.79     31.77   0  0.00
 13399     7   280    301.45     30.27   0  0.00
 13400     8   280    301.15     28.74   0  0.00
 13401     9   280    300.90     27.18   0  0.00
 13402    10   280    300.68     25.59   0  0.00
 13403    11   280    300.48     23.96   0  0.00
 13404    12   280    300.32     22.31   0  0.00
 13405    13   280    300.17     20.63   0  0.00
 13406    14   280    300.05     18.92   0  0.00
 13407    15   280    299.94     17.20   0  0.00
 13408    16   280    299.85     15.44   0  0.00
 13409    17   280    299.77     13.68   0  0.00
 13410    18   280    299.71     11.89   0  0.00
 13411    19   280    299.65     10.09   0  0.00
 13412    20   280    299.61      8.27   2  0.00
 13413    21   280    299.58      6.44   2  0.00
 13414    22   280    299.55      4.61   2  0.00
 13415    23   280    299.54      2.77   2  0.00
 13416    24   280    299.53      0.92   2  0.00
 13417    25   280    299.53     -0.92   2  0.00
 13418    26   280    299.54     -2.77   2  0.00
 13419    27   280    299.55     -4.61   2  0.00
 13420    28   280    299.58     -6.44   2  0.00
 13421    29   280    299.61     -8.27   2  0.00
 13422    30   280    299.65    -10.09   2  0.00
 13423    31   280    299.71    -11.89   2  0.00
 13424    32   280    299.77    -13.68   2  0.00
 13425    33   280    299.85    -15.44   9  0.75
 13426    34   280    299.94    -17.20   8  0.50
 13427    35   280    300.05    -18.92   8  0.50
 13428    36   280    300.17    -20.63   4  0.00
 13429    37   280    300.32    -22.31   4  0.00
 13430    38   280    300.48    -23.96   9  0.75
 13431    39   280    300.68    -25.59   9  0.75
 13432    40   280    300.90    -27.18   9  0.75
 13433    41   280    301.15    -28.74  10  0.50
 13434    42   280    301.45    -30.27  10  0.00
 13435    43   280    301.79    -31.77  10  0.00
 13436    44   280    302.17    -33.23  12  0.00
 13437    45   280    302.62    -34.66  12  0.00
 13438    46   280    303.13    -36.06   0  0.00
 13439    47   280    303.70    -37.42   0  0.00
 13440    48   280    304.36    -38.76   0  0.00
